passengerCount,WIFIAPTag,slice10min
224.8,W3-2B-3<W3-2-03>,2016-09-25-17-3
227.7,W3-2B-3<W3-2-03>,2016-09-25-17-4
223.3,W3-2B-3<W3-2-03>,2016-09-25-17-5
141.1,W3-3A-10<W3-3-10>,2016-09-25-15-0
143.3,W3-3A-10<W3-3-10>,2016-09-25-15-1
145.5,W3-3A-10<W3-3-10>,2016-09-25-15-2
141.9,W3-3A-10<W3-3-10>,2016-09-25-15-3
141.5,W3-3A-10<W3-3-10>,2016-09-25-15-4
143.3,W3-3A-10<W3-3-10>,2016-09-25-15-5
142.7,W3-3A-10<W3-3-10>,2016-09-25-16-0
140.6,W3-3A-10<W3-3-10>,2016-09-25-16-1
138.7,W3-3A-10<W3-3-10>,2016-09-25-16-2
137.7,W3-3A-10<W3-3-10>,2016-09-25-16-3
137.0,W3-3A-10<W3-3-10>,2016-09-25-16-4
141.1,W3-3A-10<W3-3-10>,2016-09-25-16-5
142.5,W3-3A-10<W3-3-10>,2016-09-25-17-0
143.0,W3-3A-10<W3-3-10>,2016-09-25-17-1
138.5,W3-3A-10<W3-3-10>,2016-09-25-17-2
137.0,W3-3A-10<W3-3-10>,2016-09-25-17-3
136.9,W3-3A-10<W3-3-10>,2016-09-25-17-4
132.5,W3-3A-10<W3-3-10>,2016-09-25-17-5
167.9,W3-3A-11<W3-3-11>,2016-09-25-15-0
168.4,W3-3A-11<W3-3-11>,2016-09-25-15-1
163.4,W3-3A-11<W3-3-11>,2016-09-25-15-2
164.2,W3-3A-11<W3-3-11>,2016-09-25-15-3
169.7,W3-3A-11<W3-3-11>,2016-09-25-15-4
166.2,W3-3A-11<W3-3-11>,2016-09-25-15-5
165.5,W3-3A-11<W3-3-11>,2016-09-25-16-0
164.1,W3-3A-11<W3-3-11>,2016-09-25-16-1
166.3,W3-3A-11<W3-3-11>,2016-09-25-16-2
165.5,W3-3A-11<W3-3-11>,2016-09-25-16-3
169.2,W3-3A-11<W3-3-11>,2016-09-25-16-4
164.7,W3-3A-11<W3-3-11>,2016-09-25-16-5
164.7,W3-3A-11<W3-3-11>,2016-09-25-17-0
167.3,W3-3A-11<W3-3-11>,2016-09-25-17-1
165.8,W3-3A-11<W3-3-11>,2016-09-25-17-2
168.3,W3-3A-11<W3-3-11>,2016-09-25-17-3
167.0,W3-3A-11<W3-3-11>,2016-09-25-17-4
163.8,W3-3A-11<W3-3-11>,2016-09-25-17-5
181.1,W3-3A-12<W3-3-12>,2016-09-25-15-0
182.6,W3-3A-12<W3-3-12>,2016-09-25-15-1
185.6,W3-3A-12<W3-3-12>,2016-09-25-15-2
184.9,W3-3A-12<W3-3-12>,2016-09-25-15-3
184.0,W3-3A-12<W3-3-12>,2016-09-25-15-4
186.5,W3-3A-12<W3-3-12>,2016-09-25-15-5
186.3,W3-3A-12<W3-3-12>,2016-09-25-16-0
185.5,W3-3A-12<W3-3-12>,2016-09-25-16-1
183.7,W3-3A-12<W3-3-12>,2016-09-25-16-2
183.5,W3-3A-12<W3-3-12>,2016-09-25-16-3
183.5,W3-3A-12<W3-3-12>,2016-09-25-16-4
186.1,W3-3A-12<W3-3-12>,2016-09-25-16-5
187.7,W3-3A-12<W3-3-12>,2016-09-25-17-0
189.5,W3-3A-12<W3-3-12>,2016-09-25-17-1
185.0,W3-3A-12<W3-3-12>,2016-09-25-17-2
185.1,W3-3A-12<W3-3-12>,2016-09-25-17-3
182.9,W3-3A-12<W3-3-12>,2016-09-25-17-4
178.4,W3-3A-12<W3-3-12>,2016-09-25-17-5
249.6,W3-3A-13<W3-3-13>,2016-09-25-15-0
250.6,W3-3A-13<W3-3-13>,2016-09-25-15-1
252.5,W3-3A-13<W3-3-13>,2016-09-25-15-2
256.2,W3-3A-13<W3-3-13>,2016-09-25-15-3
257.5,W3-3A-13<W3-3-13>,2016-09-25-15-4
255.3,W3-3A-13<W3-3-13>,2016-09-25-15-5
260.4,W3-3A-13<W3-3-13>,2016-09-25-16-0
267.0,W3-3A-13<W3-3-13>,2016-09-25-16-1
268.9,W3-3A-13<W3-3-13>,2016-09-25-16-2
264.2,W3-3A-13<W3-3-13>,2016-09-25-16-3
266.8,W3-3A-13<W3-3-13>,2016-09-25-16-4
269.6,W3-3A-13<W3-3-13>,2016-09-25-16-5
273.6,W3-3A-13<W3-3-13>,2016-09-25-17-0
278.3,W3-3A-13<W3-3-13>,2016-09-25-17-1
280.5,W3-3A-13<W3-3-13>,2016-09-25-17-2
279.5,W3-3A-13<W3-3-13>,2016-09-25-17-3
282.7,W3-3A-13<W3-3-13>,2016-09-25-17-4
281.0,W3-3A-13<W3-3-13>,2016-09-25-17-5
188.1,W3-3A-14<W3-3-14>,2016-09-25-15-0
184.3,W3-3A-14<W3-3-14>,2016-09-25-15-1
172.9,W3-3A-14<W3-3-14>,2016-09-25-15-2
173.8,W3-3A-14<W3-3-14>,2016-09-25-15-3
178.5,W3-3A-14<W3-3-14>,2016-09-25-15-4
173.7,W3-3A-14<W3-3-14>,2016-09-25-15-5
180.7,W3-3A-14<W3-3-14>,2016-09-25-16-0
176.8,W3-3A-14<W3-3-14>,2016-09-25-16-1
180.2,W3-3A-14<W3-3-14>,2016-09-25-16-2
180.2,W3-3A-14<W3-3-14>,2016-09-25-16-3
187.2,W3-3A-14<W3-3-14>,2016-09-25-16-4
187.7,W3-3A-14<W3-3-14>,2016-09-25-16-5
189.3,W3-3A-14<W3-3-14>,2016-09-25-17-0
192.1,W3-3A-14<W3-3-14>,2016-09-25-17-1
198.7,W3-3A-14<W3-3-14>,2016-09-25-17-2
196.3,W3-3A-14<W3-3-14>,2016-09-25-17-3
196.6,W3-3A-14<W3-3-14>,2016-09-25-17-4
190.5,W3-3A-14<W3-3-14>,2016-09-25-17-5
98.4,W3-3A-15<W3-3-15>,2016-09-25-15-0
97.1,W3-3A-15<W3-3-15>,2016-09-25-15-1
96.8,W3-3A-15<W3-3-15>,2016-09-25-15-2
95.1,W3-3A-15<W3-3-15>,2016-09-25-15-3
93.1,W3-3A-15<W3-3-15>,2016-09-25-15-4
95.9,W3-3A-15<W3-3-15>,2016-09-25-15-5
95.0,W3-3A-15<W3-3-15>,2016-09-25-16-0
95.1,W3-3A-15<W3-3-15>,2016-09-25-16-1
97.4,W3-3A-15<W3-3-15>,2016-09-25-16-2
97.6,W3-3A-15<W3-3-15>,2016-09-25-16-3
97.4,W3-3A-15<W3-3-15>,2016-09-25-16-4
97.2,W3-3A-15<W3-3-15>,2016-09-25-16-5
97.0,W3-3A-15<W3-3-15>,2016-09-25-17-0
100.6,W3-3A-15<W3-3-15>,2016-09-25-17-1
99.4,W3-3A-15<W3-3-15>,2016-09-25-17-2
94.9,W3-3A-15<W3-3-15>,2016-09-25-17-3
96.1,W3-3A-15<W3-3-15>,2016-09-25-17-4
93.8,W3-3A-15<W3-3-15>,2016-09-25-17-5
93.9,W3-3A-16<W3-3-16>,2016-09-25-15-0
92.1,W3-3A-16<W3-3-16>,2016-09-25-15-1
95.9,W3-3A-16<W3-3-16>,2016-09-25-15-2
100.5,W3-3A-16<W3-3-16>,2016-09-25-15-3
96.8,W3-3A-16<W3-3-16>,2016-09-25-15-4
97.0,W3-3A-16<W3-3-16>,2016-09-25-15-5
95.2,W3-3A-16<W3-3-16>,2016-09-25-16-0
104.8,W3-3A-16<W3-3-16>,2016-09-25-16-1
104.8,W3-3A-16<W3-3-16>,2016-09-25-16-2
100.6,W3-3A-16<W3-3-16>,2016-09-25-16-3
99.3,W3-3A-16<W3-3-16>,2016-09-25-16-4
98.1,W3-3A-16<W3-3-16>,2016-09-25-16-5
100.5,W3-3A-16<W3-3-16>,2016-09-25-17-0
101.5,W3-3A-16<W3-3-16>,2016-09-25-17-1
99.4,W3-3A-16<W3-3-16>,2016-09-25-17-2
102.1,W3-3A-16<W3-3-16>,2016-09-25-17-3
100.5,W3-3A-16<W3-3-16>,2016-09-25-17-4
96.5,W3-3A-16<W3-3-16>,2016-09-25-17-5
45.7,W3-3A-17<W3-3-17>,2016-09-25-15-0
45.9,W3-3A-17<W3-3-17>,2016-09-25-15-1
46.2,W3-3A-17<W3-3-17>,2016-09-25-15-2
46.0,W3-3A-17<W3-3-17>,2016-09-25-15-3
44.0,W3-3A-17<W3-3-17>,2016-09-25-15-4
44.3,W3-3A-17<W3-3-17>,2016-09-25-15-5
43.4,W3-3A-17<W3-3-17>,2016-09-25-16-0
42.6,W3-3A-17<W3-3-17>,2016-09-25-16-1
44.5,W3-3A-17<W3-3-17>,2016-09-25-16-2
44.9,W3-3A-17<W3-3-17>,2016-09-25-16-3
43.6,W3-3A-17<W3-3-17>,2016-09-25-16-4
44.6,W3-3A-17<W3-3-17>,2016-09-25-16-5
45.2,W3-3A-17<W3-3-17>,2016-09-25-17-0
46.0,W3-3A-17<W3-3-17>,2016-09-25-17-1
44.4,W3-3A-17<W3-3-17>,2016-09-25-17-2
44.4,W3-3A-17<W3-3-17>,2016-09-25-17-3
46.5,W3-3A-17<W3-3-17>,2016-09-25-17-4
46.3,W3-3A-17<W3-3-17>,2016-09-25-17-5
39.6,W3-3A-1<W3-3-01>,2016-09-25-15-0
38.5,W3-3A-1<W3-3-01>,2016-09-25-15-1
40.1,W3-3A-1<W3-3-01>,2016-09-25-15-2
41.8,W3-3A-1<W3-3-01>,2016-09-25-15-3
40.4,W3-3A-1<W3-3-01>,2016-09-25-15-4
40.8,W3-3A-1<W3-3-01>,2016-09-25-15-5
40.0,W3-3A-1<W3-3-01>,2016-09-25-16-0
43.8,W3-3A-1<W3-3-01>,2016-09-25-16-1
43.8,W3-3A-1<W3-3-01>,2016-09-25-16-2
42.1,W3-3A-1<W3-3-01>,2016-09-25-16-3
41.1,W3-3A-1<W3-3-01>,2016-09-25-16-4
40.5,W3-3A-1<W3-3-01>,2016-09-25-16-5
41.3,W3-3A-1<W3-3-01>,2016-09-25-17-0
42.1,W3-3A-1<W3-3-01>,2016-09-25-17-1
41.4,W3-3A-1<W3-3-01>,2016-09-25-17-2
42.2,W3-3A-1<W3-3-01>,2016-09-25-17-3
41.7,W3-3A-1<W3-3-01>,2016-09-25-17-4
39.7,W3-3A-1<W3-3-01>,2016-09-25-17-5
343.4,W3-3A-2<W3-3-02>,2016-09-25-15-0
344.9,W3-3A-2<W3-3-02>,2016-09-25-15-1
334.6,W3-3A-2<W3-3-02>,2016-09-25-15-2
335.9,W3-3A-2<W3-3-02>,2016-09-25-15-3
347.2,W3-3A-2<W3-3-02>,2016-09-25-15-4
340.8,W3-3A-2<W3-3-02>,2016-09-25-15-5
338.7,W3-3A-2<W3-3-02>,2016-09-25-16-0
335.8,W3-3A-2<W3-3-02>,2016-09-25-16-1
339.6,W3-3A-2<W3-3-02>,2016-09-25-16-2
338.0,W3-3A-2<W3-3-02>,2016-09-25-16-3
345.3,W3-3A-2<W3-3-02>,2016-09-25-16-4
336.8,W3-3A-2<W3-3-02>,2016-09-25-16-5
336.9,W3-3A-2<W3-3-02>,2016-09-25-17-0
343.5,W3-3A-2<W3-3-02>,2016-09-25-17-1
342.9,W3-3A-2<W3-3-02>,2016-09-25-17-2
348.9,W3-3A-2<W3-3-02>,2016-09-25-17-3
346.5,W3-3A-2<W3-3-02>,2016-09-25-17-4
339.5,W3-3A-2<W3-3-02>,2016-09-25-17-5
18.2,W3-3A-3<W3-3-03>,2016-09-25-15-0
18.7,W3-3A-3<W3-3-03>,2016-09-25-15-1
19.4,W3-3A-3<W3-3-03>,2016-09-25-15-2
19.1,W3-3A-3<W3-3-03>,2016-09-25-15-3
18.2,W3-3A-3<W3-3-03>,2016-09-25-15-4
18.4,W3-3A-3<W3-3-03>,2016-09-25-15-5
18.1,W3-3A-3<W3-3-03>,2016-09-25-16-0
17.9,W3-3A-3<W3-3-03>,2016-09-25-16-1
17.8,W3-3A-3<W3-3-03>,2016-09-25-16-2
18.0,W3-3A-3<W3-3-03>,2016-09-25-16-3
17.7,W3-3A-3<W3-3-03>,2016-09-25-16-4
18.6,W3-3A-3<W3-3-03>,2016-09-25-16-5
19.0,W3-3A-3<W3-3-03>,2016-09-25-17-0
18.6,W3-3A-3<W3-3-03>,2016-09-25-17-1
17.6,W3-3A-3<W3-3-03>,2016-09-25-17-2
17.7,W3-3A-3<W3-3-03>,2016-09-25-17-3
18.3,W3-3A-3<W3-3-03>,2016-09-25-17-4
18.6,W3-3A-3<W3-3-03>,2016-09-25-17-5
40.5,W3-3A-4<W3-3-04>,2016-09-25-15-0
41.2,W3-3A-4<W3-3-04>,2016-09-25-15-1
42.3,W3-3A-4<W3-3-04>,2016-09-25-15-2
41.5,W3-3A-4<W3-3-04>,2016-09-25-15-3
39.4,W3-3A-4<W3-3-04>,2016-09-25-15-4
39.5,W3-3A-4<W3-3-04>,2016-09-25-15-5
39.1,W3-3A-4<W3-3-04>,2016-09-25-16-0
38.5,W3-3A-4<W3-3-04>,2016-09-25-16-1
39.0,W3-3A-4<W3-3-04>,2016-09-25-16-2
39.1,W3-3A-4<W3-3-04>,2016-09-25-16-3
39.3,W3-3A-4<W3-3-04>,2016-09-25-16-4
40.2,W3-3A-4<W3-3-04>,2016-09-25-16-5
41.2,W3-3A-4<W3-3-04>,2016-09-25-17-0
40.5,W3-3A-4<W3-3-04>,2016-09-25-17-1
37.7,W3-3A-4<W3-3-04>,2016-09-25-17-2
38.9,W3-3A-4<W3-3-04>,2016-09-25-17-3
40.6,W3-3A-4<W3-3-04>,2016-09-25-17-4
40.4,W3-3A-4<W3-3-04>,2016-09-25-17-5
26.6,W3-3A-5<W3-3-05>,2016-09-25-15-0
27.0,W3-3A-5<W3-3-05>,2016-09-25-15-1
27.0,W3-3A-5<W3-3-05>,2016-09-25-15-2
27.3,W3-3A-5<W3-3-05>,2016-09-25-15-3
27.7,W3-3A-5<W3-3-05>,2016-09-25-15-4
26.7,W3-3A-5<W3-3-05>,2016-09-25-15-5
26.8,W3-3A-5<W3-3-05>,2016-09-25-16-0
26.3,W3-3A-5<W3-3-05>,2016-09-25-16-1
26.1,W3-3A-5<W3-3-05>,2016-09-25-16-2
26.0,W3-3A-5<W3-3-05>,2016-09-25-16-3
27.1,W3-3A-5<W3-3-05>,2016-09-25-16-4
27.7,W3-3A-5<W3-3-05>,2016-09-25-16-5
27.0,W3-3A-5<W3-3-05>,2016-09-25-17-0
26.3,W3-3A-5<W3-3-05>,2016-09-25-17-1
26.9,W3-3A-5<W3-3-05>,2016-09-25-17-2
26.3,W3-3A-5<W3-3-05>,2016-09-25-17-3
26.7,W3-3A-5<W3-3-05>,2016-09-25-17-4
26.6,W3-3A-5<W3-3-05>,2016-09-25-17-5
51.4,W3-3A-6<W3-3-06>,2016-09-25-15-0
50.1,W3-3A-6<W3-3-06>,2016-09-25-15-1
53.0,W3-3A-6<W3-3-06>,2016-09-25-15-2
55.5,W3-3A-6<W3-3-06>,2016-09-25-15-3
54.3,W3-3A-6<W3-3-06>,2016-09-25-15-4
55.3,W3-3A-6<W3-3-06>,2016-09-25-15-5
54.4,W3-3A-6<W3-3-06>,2016-09-25-16-0
58.4,W3-3A-6<W3-3-06>,2016-09-25-16-1
58.2,W3-3A-6<W3-3-06>,2016-09-25-16-2
56.3,W3-3A-6<W3-3-06>,2016-09-25-16-3
55.6,W3-3A-6<W3-3-06>,2016-09-25-16-4
54.8,W3-3A-6<W3-3-06>,2016-09-25-16-5
55.7,W3-3A-6<W3-3-06>,2016-09-25-17-0
55.9,W3-3A-6<W3-3-06>,2016-09-25-17-1
54.9,W3-3A-6<W3-3-06>,2016-09-25-17-2
56.0,W3-3A-6<W3-3-06>,2016-09-25-17-3
55.0,W3-3A-6<W3-3-06>,2016-09-25-17-4
52.5,W3-3A-6<W3-3-06>,2016-09-25-17-5
22.5,W3-3A-7<W3-3-07>,2016-09-25-15-0
23.2,W3-3A-7<W3-3-07>,2016-09-25-15-1
20.3,W3-3A-7<W3-3-07>,2016-09-25-15-2
22.3,W3-3A-7<W3-3-07>,2016-09-25-15-3
22.8,W3-3A-7<W3-3-07>,2016-09-25-15-4
23.0,W3-3A-7<W3-3-07>,2016-09-25-15-5
23.1,W3-3A-7<W3-3-07>,2016-09-25-16-0
25.1,W3-3A-7<W3-3-07>,2016-09-25-16-1
24.3,W3-3A-7<W3-3-07>,2016-09-25-16-2
23.1,W3-3A-7<W3-3-07>,2016-09-25-16-3
22.5,W3-3A-7<W3-3-07>,2016-09-25-16-4
21.8,W3-3A-7<W3-3-07>,2016-09-25-16-5
20.7,W3-3A-7<W3-3-07>,2016-09-25-17-0
20.3,W3-3A-7<W3-3-07>,2016-09-25-17-1
21.1,W3-3A-7<W3-3-07>,2016-09-25-17-2
21.2,W3-3A-7<W3-3-07>,2016-09-25-17-3
22.3,W3-3A-7<W3-3-07>,2016-09-25-17-4
21.8,W3-3A-7<W3-3-07>,2016-09-25-17-5
201.8,W3-3A-8<W3-3-08>,2016-09-25-15-0
202.9,W3-3A-8<W3-3-08>,2016-09-25-15-1
207.4,W3-3A-8<W3-3-08>,2016-09-25-15-2
208.7,W3-3A-8<W3-3-08>,2016-09-25-15-3
207.3,W3-3A-8<W3-3-08>,2016-09-25-15-4
210.4,W3-3A-8<W3-3-08>,2016-09-25-15-5
210.8,W3-3A-8<W3-3-08>,2016-09-25-16-0
210.8,W3-3A-8<W3-3-08>,2016-09-25-16-1
208.7,W3-3A-8<W3-3-08>,2016-09-25-16-2
208.5,W3-3A-8<W3-3-08>,2016-09-25-16-3
208.9,W3-3A-8<W3-3-08>,2016-09-25-16-4
211.0,W3-3A-8<W3-3-08>,2016-09-25-16-5
213.0,W3-3A-8<W3-3-08>,2016-09-25-17-0
214.9,W3-3A-8<W3-3-08>,2016-09-25-17-1
210.1,W3-3A-8<W3-3-08>,2016-09-25-17-2
210.8,W3-3A-8<W3-3-08>,2016-09-25-17-3
207.4,W3-3A-8<W3-3-08>,2016-09-25-17-4
202.6,W3-3A-8<W3-3-08>,2016-09-25-17-5
191.6,W3-3A-9<W3-3-09>,2016-09-25-15-0
189.8,W3-3A-9<W3-3-09>,2016-09-25-15-1
191.6,W3-3A-9<W3-3-09>,2016-09-25-15-2
187.2,W3-3A-9<W3-3-09>,2016-09-25-15-3
186.5,W3-3A-9<W3-3-09>,2016-09-25-15-4
183.3,W3-3A-9<W3-3-09>,2016-09-25-15-5
185.7,W3-3A-9<W3-3-09>,2016-09-25-16-0
186.9,W3-3A-9<W3-3-09>,2016-09-25-16-1
188.4,W3-3A-9<W3-3-09>,2016-09-25-16-2
191.8,W3-3A-9<W3-3-09>,2016-09-25-16-3
192.5,W3-3A-9<W3-3-09>,2016-09-25-16-4
189.9,W3-3A-9<W3-3-09>,2016-09-25-16-5
193.2,W3-3A-9<W3-3-09>,2016-09-25-17-0
193.4,W3-3A-9<W3-3-09>,2016-09-25-17-1
187.4,W3-3A-9<W3-3-09>,2016-09-25-17-2
184.8,W3-3A-9<W3-3-09>,2016-09-25-17-3
184.8,W3-3A-9<W3-3-09>,2016-09-25-17-4
186.1,W3-3A-9<W3-3-09>,2016-09-25-17-5
214.9,W3-3B-10<W3-3-27>,2016-09-25-15-0
210.7,W3-3B-10<W3-3-27>,2016-09-25-15-1
199.4,W3-3B-10<W3-3-27>,2016-09-25-15-2
202.7,W3-3B-10<W3-3-27>,2016-09-25-15-3
207.7,W3-3B-10<W3-3-27>,2016-09-25-15-4
202.7,W3-3B-10<W3-3-27>,2016-09-25-15-5
211.9,W3-3B-10<W3-3-27>,2016-09-25-16-0
208.6,W3-3B-10<W3-3-27>,2016-09-25-16-1
213.6,W3-3B-10<W3-3-27>,2016-09-25-16-2
212.7,W3-3B-10<W3-3-27>,2016-09-25-16-3
218.0,W3-3B-10<W3-3-27>,2016-09-25-16-4
216.6,W3-3B-10<W3-3-27>,2016-09-25-16-5
217.1,W3-3B-10<W3-3-27>,2016-09-25-17-0
219.4,W3-3B-10<W3-3-27>,2016-09-25-17-1
225.1,W3-3B-10<W3-3-27>,2016-09-25-17-2
222.6,W3-3B-10<W3-3-27>,2016-09-25-17-3
223.4,W3-3B-10<W3-3-27>,2016-09-25-17-4
218.1,W3-3B-10<W3-3-27>,2016-09-25-17-5
107.0,W3-3B-11<W3-3-28>,2016-09-25-15-0
104.9,W3-3B-11<W3-3-28>,2016-09-25-15-1
107.5,W3-3B-11<W3-3-28>,2016-09-25-15-2
110.9,W3-3B-11<W3-3-28>,2016-09-25-15-3
110.0,W3-3B-11<W3-3-28>,2016-09-25-15-4
111.5,W3-3B-11<W3-3-28>,2016-09-25-15-5
110.9,W3-3B-11<W3-3-28>,2016-09-25-16-0
115.1,W3-3B-11<W3-3-28>,2016-09-25-16-1
114.3,W3-3B-11<W3-3-28>,2016-09-25-16-2
112.6,W3-3B-11<W3-3-28>,2016-09-25-16-3
112.0,W3-3B-11<W3-3-28>,2016-09-25-16-4
111.8,W3-3B-11<W3-3-28>,2016-09-25-16-5
112.8,W3-3B-11<W3-3-28>,2016-09-25-17-0
112.3,W3-3B-11<W3-3-28>,2016-09-25-17-1
109.4,W3-3B-11<W3-3-28>,2016-09-25-17-2
109.3,W3-3B-11<W3-3-28>,2016-09-25-17-3
107.1,W3-3B-11<W3-3-28>,2016-09-25-17-4
104.0,W3-3B-11<W3-3-28>,2016-09-25-17-5
77.9,W3-3B-1<W3-3-18>,2016-09-25-15-0
77.8,W3-3B-1<W3-3-18>,2016-09-25-15-1
78.0,W3-3B-1<W3-3-18>,2016-09-25-15-2
79.7,W3-3B-1<W3-3-18>,2016-09-25-15-3
78.7,W3-3B-1<W3-3-18>,2016-09-25-15-4
78.7,W3-3B-1<W3-3-18>,2016-09-25-15-5
79.5,W3-3B-1<W3-3-18>,2016-09-25-16-0
79.9,W3-3B-1<W3-3-18>,2016-09-25-16-1
79.1,W3-3B-1<W3-3-18>,2016-09-25-16-2
77.8,W3-3B-1<W3-3-18>,2016-09-25-16-3
77.6,W3-3B-1<W3-3-18>,2016-09-25-16-4
79.6,W3-3B-1<W3-3-18>,2016-09-25-16-5
79.9,W3-3B-1<W3-3-18>,2016-09-25-17-0
79.6,W3-3B-1<W3-3-18>,2016-09-25-17-1
76.9,W3-3B-1<W3-3-18>,2016-09-25-17-2
74.1,W3-3B-1<W3-3-18>,2016-09-25-17-3
72.9,W3-3B-1<W3-3-18>,2016-09-25-17-4
73.2,W3-3B-1<W3-3-18>,2016-09-25-17-5
206.6,W3-3B-2<W3-3-19>,2016-09-25-15-0
206.6,W3-3B-2<W3-3-19>,2016-09-25-15-1
200.6,W3-3B-2<W3-3-19>,2016-09-25-15-2
201.9,W3-3B-2<W3-3-19>,2016-09-25-15-3
208.1,W3-3B-2<W3-3-19>,2016-09-25-15-4
203.5,W3-3B-2<W3-3-19>,2016-09-25-15-5
202.6,W3-3B-2<W3-3-19>,2016-09-25-16-0
202.7,W3-3B-2<W3-3-19>,2016-09-25-16-1
206.9,W3-3B-2<W3-3-19>,2016-09-25-16-2
205.3,W3-3B-2<W3-3-19>,2016-09-25-16-3
210.7,W3-3B-2<W3-3-19>,2016-09-25-16-4
204.4,W3-3B-2<W3-3-19>,2016-09-25-16-5
203.5,W3-3B-2<W3-3-19>,2016-09-25-17-0
205.5,W3-3B-2<W3-3-19>,2016-09-25-17-1
201.1,W3-3B-2<W3-3-19>,2016-09-25-17-2
204.6,W3-3B-2<W3-3-19>,2016-09-25-17-3
203.9,W3-3B-2<W3-3-19>,2016-09-25-17-4
201.6,W3-3B-2<W3-3-19>,2016-09-25-17-5
301.7,W3-3B-3<W3-3-20>,2016-09-25-15-0
292.9,W3-3B-3<W3-3-20>,2016-09-25-15-1
305.1,W3-3B-3<W3-3-20>,2016-09-25-15-2
311.5,W3-3B-3<W3-3-20>,2016-09-25-15-3
301.7,W3-3B-3<W3-3-20>,2016-09-25-15-4
307.0,W3-3B-3<W3-3-20>,2016-09-25-15-5
300.6,W3-3B-3<W3-3-20>,2016-09-25-16-0
319.5,W3-3B-3<W3-3-20>,2016-09-25-16-1
323.2,W3-3B-3<W3-3-20>,2016-09-25-16-2
314.4,W3-3B-3<W3-3-20>,2016-09-25-16-3
308.5,W3-3B-3<W3-3-20>,2016-09-25-16-4
302.7,W3-3B-3<W3-3-20>,2016-09-25-16-5
305.2,W3-3B-3<W3-3-20>,2016-09-25-17-0
309.3,W3-3B-3<W3-3-20>,2016-09-25-17-1
303.4,W3-3B-3<W3-3-20>,2016-09-25-17-2
304.5,W3-3B-3<W3-3-20>,2016-09-25-17-3
305.1,W3-3B-3<W3-3-20>,2016-09-25-17-4
298.1,W3-3B-3<W3-3-20>,2016-09-25-17-5
271.4,W3-3B-4<W3-3-21>,2016-09-25-15-0
264.9,W3-3B-4<W3-3-21>,2016-09-25-15-1
254.2,W3-3B-4<W3-3-21>,2016-09-25-15-2
244.1,W3-3B-4<W3-3-21>,2016-09-25-15-3
246.7,W3-3B-4<W3-3-21>,2016-09-25-15-4
244.2,W3-3B-4<W3-3-21>,2016-09-25-15-5
236.6,W3-3B-4<W3-3-21>,2016-09-25-16-0
237.9,W3-3B-4<W3-3-21>,2016-09-25-16-1
233.5,W3-3B-4<W3-3-21>,2016-09-25-16-2
232.2,W3-3B-4<W3-3-21>,2016-09-25-16-3
231.4,W3-3B-4<W3-3-21>,2016-09-25-16-4
232.7,W3-3B-4<W3-3-21>,2016-09-25-16-5
226.2,W3-3B-4<W3-3-21>,2016-09-25-17-0
214.5,W3-3B-4<W3-3-21>,2016-09-25-17-1
205.9,W3-3B-4<W3-3-21>,2016-09-25-17-2
203.6,W3-3B-4<W3-3-21>,2016-09-25-17-3
208.2,W3-3B-4<W3-3-21>,2016-09-25-17-4
204.2,W3-3B-4<W3-3-21>,2016-09-25-17-5
419.9,W3-3B-5<W3-3-22>,2016-09-25-15-0
414.0,W3-3B-5<W3-3-22>,2016-09-25-15-1
404.5,W3-3B-5<W3-3-22>,2016-09-25-15-2
403.9,W3-3B-5<W3-3-22>,2016-09-25-15-3
409.7,W3-3B-5<W3-3-22>,2016-09-25-15-4
401.6,W3-3B-5<W3-3-22>,2016-09-25-15-5
413.2,W3-3B-5<W3-3-22>,2016-09-25-16-0
410.6,W3-3B-5<W3-3-22>,2016-09-25-16-1
417.1,W3-3B-5<W3-3-22>,2016-09-25-16-2
419.9,W3-3B-5<W3-3-22>,2016-09-25-16-3
426.3,W3-3B-5<W3-3-22>,2016-09-25-16-4
422.2,W3-3B-5<W3-3-22>,2016-09-25-16-5
426.4,W3-3B-5<W3-3-22>,2016-09-25-17-0
428.7,W3-3B-5<W3-3-22>,2016-09-25-17-1
427.6,W3-3B-5<W3-3-22>,2016-09-25-17-2
421.9,W3-3B-5<W3-3-22>,2016-09-25-17-3
422.8,W3-3B-5<W3-3-22>,2016-09-25-17-4
419.2,W3-3B-5<W3-3-22>,2016-09-25-17-5
505.7,W3-3B-6<W3-3-23>,2016-09-25-15-0
496.5,W3-3B-6<W3-3-23>,2016-09-25-15-1
464.5,W3-3B-6<W3-3-23>,2016-09-25-15-2
465.0,W3-3B-6<W3-3-23>,2016-09-25-15-3
476.7,W3-3B-6<W3-3-23>,2016-09-25-15-4
461.0,W3-3B-6<W3-3-23>,2016-09-25-15-5
480.8,W3-3B-6<W3-3-23>,2016-09-25-16-0
471.2,W3-3B-6<W3-3-23>,2016-09-25-16-1
479.0,W3-3B-6<W3-3-23>,2016-09-25-16-2
477.1,W3-3B-6<W3-3-23>,2016-09-25-16-3
497.4,W3-3B-6<W3-3-23>,2016-09-25-16-4
497.9,W3-3B-6<W3-3-23>,2016-09-25-16-5
506.6,W3-3B-6<W3-3-23>,2016-09-25-17-0
518.9,W3-3B-6<W3-3-23>,2016-09-25-17-1
537.4,W3-3B-6<W3-3-23>,2016-09-25-17-2
